CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODPOSTAL,NCAMAS,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,OBSERVACIONES,CCAA,PROVINCIA,MUNICIPIO,FINALIDAD,PATRIMONIAL,FUNCIONALIDAD,AÑO
280339,HOSPITAL SAN RAFAEL,"SERRANO, 199",915649943,915646181,915635005,28016,188,N,N,N,,N,N,S,,S,sanrafael.secretaria@hsjd.es,,MADRID,MADRID,Madrid,GENERAL,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
280344,HOSPITAL DE LA V.O.T. DE SAN FRANCISCO DE ASÍS,"SAN BERNABÉ, 13",913657600,,913650860,28005,72,N,N,N,,N,N,S,,S,administrador@hospitalvot.es,,MADRID,MADRID,Madrid,GENERAL,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
280357,HOSPITAL QUIRÓNSALUD SAN JOSÉ,"CARTAGENA, 111",910687000,,915103833,28002,84,N,N,N,,N,N,S,,S,info.sanjose@quironsalud.es,,MADRID,MADRID,Madrid,QUIRÚRGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280360,HOSPITAL BEATA MARÍA ANA. HH. HOSPITALARIAS SGDO. C. DE JESÚS,"DR ESQUERDO, 83",914097423,,915732026,28007,160,N,N,N,,N,N,S,,S,acapilla.hbma@hospitalarias.es,,MADRID,MADRID,Madrid,MÉDICO-QUIRÚRGICO,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
280376,CLÍNICA SANTA ELENA,"LA GRANJA, 8",914539400,914539407,914539401,28003,76,N,N,N,,N,N,S,,S,informacion@clinica-santa-elena.org,,MADRID,MADRID,Madrid,GENERAL,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
280382,HOSPITAL SAN FRANCISCO DE ASÍS,"JOAQUÍN COSTA, 28",915617100,,915643971,28002,168,N,N,N,,N,N,S,,S,jmanuel.lopez@ssfda.com,,MADRID,MADRID,Madrid,GENERAL,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
280395,CLÍNICA SAN MIGUEL,"ARTURO SORIA, 204",914135011,,914135638,28043,94,N,N,N,,N,N,S,,S,cpolidura.sanmiguel@hospitalarias.es,,MADRID,MADRID,Madrid,PSIQUIÁTRICO,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
280409,CLÍNICA NUESTRA SRA. DE LA PAZ,"LÓPEZ DE HOYOS, 259",914156000,646599099,915191509,28043,99,S,N,N,,N,N,S,,S,elvira.conde@sjd.es,,MADRID,MADRID,Madrid,PSIQUIÁTRICO,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
280416,FUNDACIÓN INSTITUTO SAN JOSÉ,"C\ PINAR DE SAN JOSÉ, 98",915080140,,915083760,28054,259,N,N,N,,N,N,S,,S,fisj@ohsjd.es,,MADRID,MADRID,Madrid,GERIATRÍA Y/O LARGA ESTANCIA,OTRO PRIVADO BENÉFICO,PRIVADO-BENÉFICO (IGLESIA),2019
280421,HOSPITAL UNIVERSITARIO FUNDACIÓN JIMÉNEZ DÍAZ,"AV. DE LOS REYES CATÓLICOS, 2",915504800,,915443625,28040,659,S,N,N,,N,N,S,,S,fjd@fjd.es,,MADRID,MADRID,Madrid,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280442,HOSPITAL VIRGEN DEL MAR,"CALLE HONDURAS, Nº 14",913539500,913539501,913451013,28016,76,N,N,N,,N,N,S,,N,cibanezr@sanitas.es,,MADRID,MADRID,Madrid,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280455,"HESTIA MADRID (CLÍNICA SEAR, S.A.)","CTRA. DE COLMENAR VIEJO, KM. 16",917340500,,917348734,28049,250,N,N,N,,N,N,S,,S,sear@clinicasear.com,,MADRID,MADRID,Madrid,GERIATRÍA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280468,HOSPITAL RUBER JUAN BRAVO 39,"JUAN BRAVO, 39",910687777,,913098223,28006,70,N,N,N,,N,N,S,,S,secretariadireccion.rjb@quironsalud.es,,MADRID,MADRID,Madrid,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280474,HOSPITAL VITHAS NUESTRA SEÑORA DE AMÉRICA,"ARTURO SORIA, 103",902500112,,914130974,28043,100,N,N,N,,N,N,S,,S,infomadrid@vithas.es,,MADRID,MADRID,Madrid,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280528,"HOSPITAL VIRGEN DE LA PALOMA, S.A.","LOMA, 1",915348207,,915532268,28003,92,N,N,N,,N,N,S,,N,facturacion@hospitalvpaloma.com,,MADRID,MADRID,Madrid,QUIRÚRGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280534,"CLÍNICA LA LUZ, S.L.","MAESTRO ÁNGEL LLORCA, 8",914530200,914530599,914530425,28003,180,N,N,N,,N,N,S,,S,info.laluz@quironsalud.es,,MADRID,MADRID,Madrid,MÉDICO-QUIRÚRGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280549,FUENSANTA S.L. (CLÍNICA FUENSANTA),"ARTURO SORIA, 17",914100200,,914071512,28027,30,N,N,N,,N,N,S,,S,jgabiola@grupofuensanta.com,,MADRID,MADRID,Madrid,QUIRÚRGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280552,HOSPITAL RUBER JUAN BRAVO 49,"JUAN BRAVO, 49",910687999,,914024617,28006,163,N,N,N,,N,N,S,,S,secretariadireccion.rjb@quironsalud.es,,MADRID,MADRID,Madrid,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280565,HOSPITAL RUBER INTERNACIONAL,"LA MASÓ, 38",913875000,913875270,913875259,28034,143,N,N,N,,N,N,S,,S,ruber.rbi@ruberinternacional.es,,MADRID,MADRID,Madrid,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280587,CLÍNICA LA MILAGROSA,"MODESTO LAFUENTE, 14",914472100,,914473449,28010,171,N,N,N,,N,N,S,,S,lamilagrosa@lamilagrosa.com,,MADRID,MADRID,Madrid,QUIRÚRGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280604,HOSPITAL UNIVERSITARIO LA ZARZUELA,"PLÉYADES, 25 (ARAVACA)",915858016,915858000,913572892,28023,116,S,N,N,,N,N,S,,N,idiezr@sanitas.es,,MADRID,MADRID,Madrid,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280626,HOSPITAL UNIVERSITARIO HM NUEVO BELEN,"JOSÉ SILVA, 7",917444100,917441600,914153305,28043,60,S,N,N,,N,N,S,,N,pmonteliu@hmhospitales.com,,MADRID,MADRID,Madrid,MATERNAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280647,SANATORIO NEUROPSIQUIÁTRICO DOCTOR LEÓN,"PZA MARIANO DE CAVIA, 3",914332948,,914334938,28007,96,N,N,N,,N,N,S,,N,"sanatoriodrleon@telefonica.net , loclileon@hotmail.com",,MADRID,MADRID,Madrid,PSIQUIÁTRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280650,INSTITUTO DE INVESTIGACIONES NEUROPSIQUIÁTRICAS DR. LÓPEZ IBOR,"DOCTOR JUAN JOSÉ LÓPEZ IBOR, 2",913162740,913162744,913162844,28035,67,N,N,N,,N,N,S,,N,info@lopezibor.com,,MADRID,MADRID,Madrid,PSIQUIÁTRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280679,"SANATORIO ESQUERDO, S.A.","AV. DE LOS POBLADOS, 70",917061100,,917063521,28044,115,N,N,N,,N,N,S,,N,info@sanatorioesquerdo.com,,MADRID,MADRID,Madrid,PSIQUIÁTRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
280724,HOSPITAL CENTRAL DE LA DEFENSA GOMEZ ULLA,"GLORIETA DEL EJÉRCITO, Nº 1",914222000,,914228201,28047,475,S,N,N,,N,N,S,,S,hcdgomezulla@oc.mde.es,,MADRID,MADRID,Madrid,GENERAL,MINISTERIO DE DEFENSA,MINISTERIO DE DEFENSA,2019
280745,HOSPITAL UNIVERSITARIO PRÍNCIPE DE ASTURIAS,"CTRA. ALCALÁ-MECO, S/N",918878100,,918801825,28805,507,S,N,N,,N,N,N,,N,gerent.hupa@salud.madrid.org,,MADRID,MADRID,Alcalá de Henares,GENERAL,SEGURIDAD SOCIAL,SERVICIO MADRILEÑO DE SALUD,2019
280761,HOSPITAL DE LA FUENFRÍA,"CTRA. DE LAS DEHESAS, S/N",918520300,,918521567,28470,192,S,N,N,,N,N,N,,N,gerent.hlff@salud.madrid.org,,MADRID,MADRID,Cercedilla,GERIATRÍA Y/O LARGA ESTANCIA,SEGURIDAD SOCIAL,SERVICIO MADRILEÑO DE SALUD,2019
280777,HH. HH. SGDO. C. DE JESÚS. COMPLEJO ASISTENCIAL BENITO MENNI,"JARDINES, 1",918930150,,918930175,28350,318,N,N,N,,N,N,N,,S,jrodriguez.cabm@hospitalarias.es,,MADRID,MADRID,Ciempozuelos,PSIQUIÁTRICO,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
280783,CENTRO SAN JUAN DE DIOS,"AV. DE SAN JUAN DE DIOS, 1",918930001,646599099,918932868,28350,339,S,N,N,,N,N,N,,S,elvira.conde@sjd.es,,MADRID,MADRID,Ciempozuelos,PSIQUIÁTRICO,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),2019
280796,HOSPITAL MONOGRÁFICO ASEPEYO DE TRAUMAT. CIRUGÍA Y REHABILITACIÓN,"JOAQUÍN DE CÁRDENAS, 2",916735011,,916276204,28823,133,S,N,N,,N,N,N,,N,IGARCIAGISMERA@ASEPEYO.ES,,MADRID,MADRID,Coslada,TRAUMATOLOGÍA Y/O REHABILITACIÓN,MATEP,MATEP,2019
280800,HOSPITAL GUADARRAMA,"PASEO DEL MOLINO DEL REY, 2",918562000,,918562057,28440,144,N,N,N,,N,N,N,,N,gerencia.hgua@salud.madrid.org,,MADRID,MADRID,Guadarrama,GERIATRÍA Y/O LARGA ESTANCIA,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,2019
280838,HOSPITAL UNIVERSITARIO SEVERO OCHOA,AVENIDA DE ORELLANA S/Nº,914818000,,916940717,28911,386,S,N,N,,N,N,N,,N,gencia.hsvo@salud.madrid.org,,MADRID,MADRID,Leganés,GENERAL,SEGURIDAD SOCIAL,SERVICIO MADRILEÑO DE SALUD,2019
280843,INSTITUTO PSIQUIÁTRICO SERVICIOS DE SALUD MENTAL JOSÉ GERMAIN-1 LUNA,"LA LUNA, 1",915866767,,915866543,28911,0,S,N,S,281427,N,N,N,,N,gerencia.ipjg@salud.madrid.org,,MADRID,MADRID,Leganés,PSIQUIÁTRICO,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,2019
280856,FREMAP HOSPITAL Y CENTRO DE REHABILITACIÓN DE MAJADAHONDA,"CTRA. DE POZUELO, 61",916265642,916265279,916392607,28222,116,S,N,N,,N,N,N,,N,braulio_garrido@fremap.es,,MADRID,MADRID,Majadahonda,TRAUMATOLOGÍA Y/O REHABILITACIÓN,MATEP,MATEP,2019
280894,HOSPITAL UNIVERSITARIO DE MÓSTOLES,C/ DR. LUIS MONTES S/N (ANTIGUA C/ RÍO JÚCAR),916648600,,916471917,28935,332,S,N,N,,N,N,N,,N,gerent.hmtl@salud.madrid.org,,MADRID,MADRID,Móstoles,GENERAL,SEGURIDAD SOCIAL,SERVICIO MADRILEÑO DE SALUD,2019
280920,HOSPITAL EL ESCORIAL,"CTRA. GUADARRAMA - SAN LORENZO DE EL ESCORIAL, KM. 6,2",918973000,,918973005,28200,91,S,N,N,,N,N,N,,N,hospitalelescorial.h@salud.madrid.org,,MADRID,MADRID,San Lorenzo de El Escorial,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,2019
280936,HOSPITAL VIRGEN DE LA POVEDA,"CTRA. DEL HOSPITAL, S/N KM. 5",918608000,,918620100,28630,202,N,N,N,,N,N,N,,N,gerenciahvpo@salud.madrid.org,,MADRID,MADRID,Villa del Prado,GERIATRÍA Y/O LARGA ESTANCIA,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,2019
280954,HOSPITAL DE MADRID,"PZA CONDE DEL VALLE DE SUCHILL, 16",914476600,915941598,915941598,28015,99,S,N,N,,N,N,S,,S,msanchezgalindo@hmhospitales.com,,MADRID,MADRID,Madrid,QUIRÚRGICO,PRIVADO-BENÉFICO (IGLESIA),PRIVADO NO BENÉFICO,2019
280989,HOSPITAL UNIVERSITARIO DE GETAFE,"CRTRA DE TOLEDO, KM. 12,5",916839360,,916839748,28905,510,S,N,N,,N,N,N,,N,gencia.hugf@salud.madrid.org,,MADRID,MADRID,Getafe,GENERAL,SEGURIDAD SOCIAL,SERVICIO MADRILEÑO DE SALUD,2019
281034,CLÍNICA ISADORA,"PIRINEOS, 7",913111000,,913111659,28040,19,N,N,N,,N,N,S,,S,clinica-isadora@clinica-isadora.es,,MADRID,MADRID,Madrid,MÉDICO-QUIRÚRGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
281049,HOSPITAL UNIVERSITARIO MONCLOA,"AV. VALLADOLID, 83",915957392,915957291,915957077,28008,235,N,N,N,,N,N,S,,S,direccion.moncloa@grupohla.com,,MADRID,MADRID,Madrid,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
281071,HOSPITAL UNIVERSITARIO FUNDACIÓN ALCORCÓN,"BUDAPEST, 1",916219400,,916219902,28922,400,S,N,N,,N,N,N,,N,direcciongerencia@fhalcorcon.es,,MADRID,MADRID,Alcorcón,GENERAL,SEGURIDAD SOCIAL,SERVICIO MADRILEÑO DE SALUD,2019
281087,CLINICA CEMTRO,"AV. VENTISQUERO DE LA CONDESA, 42",917355757,,917355758,28035,94,N,N,N,,N,N,S,,N,administracion@clinicacemtro.com,,MADRID,MADRID,Madrid,MÉDICO-QUIRÚRGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
281090,HOSPITAL UNIVERSITARIO HM  MONTEPRÍNCIPE,"AV. MONTEPRÍNCIPE, 25",917089900,,912110118,28660,170,S,N,N,,N,N,N,,S,lespada@hmhospitales.com,,MADRID,MADRID,Boadilla del Monte,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
281113,CENTRO ONCOLÓGICO MD ANDERSON INTERNATIONAL ESPAÑA,GÓMEZ HEMANS. 2-4,917878600,,917680687,28033,99,N,N,N,,N,N,S,,S,info@mdanderson.es,,MADRID,MADRID,Madrid,ONCOLÓGICO,MINISTERIO DE DEFENSA,PRIVADO NO BENÉFICO,2019
281124,HOSPITAL QUIRONSALUD SUR,"ESTAMBUL, 30",916496600,,916496604,28922,81,N,N,N,,N,N,N,,S,monte.rodriguez@quironsalud.es,,MADRID,MADRID,Alcorcón,MÉDICO-QUIRÚRGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
281146,HOSPITAL UNIVERSITARIO DE FUENLABRADA,"CAMINO DEL MOLINO, 2",916006000,,916006701,28942,406,S,N,N,,N,N,N,,N,gerencia.hflr@salud.madrid.org,,MADRID,MADRID,Fuenlabrada,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,2019
281157,HOSPITAL UNIVERSITARIO HM TORRELODONES,AV. CASTILLO OLIVARES S/N,912675000,912675062,918591555,28250,86,S,N,N,,N,N,N,,S,mvillarinop@hmhospitales.com,,MADRID,MADRID,Torrelodones,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
281168,COMPLEJO UNIVERSITARIO LA PAZ,"Pº DE LA CASTELLANA, 261",917277000,,913584699,28046,1268,S,S,N,,N,N,S,,N,gencia.hulp@salud.madrid.org,,MADRID,MADRID,Madrid,GENERAL,SEGURIDAD SOCIAL,SERVICIO MADRILEÑO DE SALUD,2019
281179,HOSPITAL LA MORALEJA,"AV. FRANCISCO PI Y MARGALL, 81",917679100,,917679344,28050,126,S,N,N,,N,N,S,,N,bruiz@sanitas.es,,MADRID,MADRID,Madrid,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
281180,HOSPITAL LOS MADROÑOS,"CRTRA. M-501 KM 17,900 (VÍA DE SERVICIO)",918163526,,918159728,28690,53,N,N,N,,N,N,N,,S,info@lmh.es,,MADRID,MADRID,Brunete,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
281203,HOSPITAL QUIRÓNSALUD MADRID,"DIEGO DE VELAZQUEZ, 1",902151016,914521906,915183232,28223,239,S,N,N,,N,N,N,,S,direccion.mad@quironsalud.es,,MADRID,MADRID,Pozuelo de Alarcón,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
281214,HOSPITAL CENTRO DE CUIDADOS LAGUNA,"CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN, 128",915099137,,914013649,28047,47,N,N,N,,N,N,S,,S,direccion@lagunacuida.org,,MADRID,MADRID,Madrid,OTROS MONOGRÁFICOS,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
281225,HOSPITAL UNIVERSITARIO MADRID SANCHINARRO,"OÑA, 10",917567800,,917500133,28050,198,S,N,N,,N,N,S,,S,mpelaez@hmhospitales.com,,MADRID,MADRID,Madrid,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
281236,HOSPITAL UNIVERSITARIO INFANTA ELENA,"AV. DE LOS REYES CATÓLICOS, 21",918948410,918948540,918948538,28342,158,S,N,N,,N,N,N,,N,sonia.gonzalez@quironsalud.es,,MADRID,MADRID,Valdemoro,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,2019
281247,VITAS NISA PARDO DE ARAVACA.,"LA SALLE, 12",915129000,915129027,913079510,28023,98,N,N,N,,N,N,S,,S,aravaca@hospitales.nisa.es,,MADRID,MADRID,Madrid,GENERAL,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
281258,HOSPITAL UNIVERSITARIO INFANTA SOFÍA,"PASEO DE EUROPA,32",911914000,911914075,911915017,28702,271,S,N,N,,N,N,N,,N,gerencia.huis@salud.madrid.org,,MADRID,MADRID,San Sebastián de los Reyes,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,2019
281269,HOSPITAL UNIVERSITARIO DEL HENARES,AV. MARIE CURIE S/N,911912000,911912008,911912288,28822,243,S,N,N,,N,N,N,,N,gerencia.hhen@salud.madrid.org,,MADRID,MADRID,Coslada,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,2019
281270,HOSPITAL UNIVERSITARIO INFANTA LEONOR,"GRAN VÍA DEL ESTE, 80",911918000,,911919077,28031,0,S,N,S,281405,N,N,S,,N,gerencia.hvll@salud.madrid.org,,MADRID,MADRID,Madrid,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,2019
281281,HOSPITAL UNIVERSITARIO DEL SURESTE,"RONDA DEL SUR, 10",918394454,918394000,918394278,28500,132,N,N,N,,N,N,N,,N,gerencia.hses@salud.madrid.org,,MADRID,MADRID,Arganda del Rey,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,2019
281292,HOSPITAL UNIVERSITARIO DEL TAJO,"AVDA. AMAZONAS CENTRAL, S/N",918014101,,918014302,28300,98,N,N,N,,N,N,N,,N,gerencia.htaj@salud.madrid.org,,MADRID,MADRID,Aranjuez,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,2019
300085,HOSPITAL MESA DEL CASTILLO,"RONDA SUR, 20",968246116,,968234036,30010,76,N,N,N,,N,N,S,,S,notificaciones@mesadelcastillo.com,,MURCIA,MURCIA,Murcia,MÉDICO-QUIRÚRGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
300098,SANATORIO DOCTOR MUÑOZ S.L.,"CTRA. CARTAGENA, 59",968885550,968884258,868042968,30120,50,N,N,N,,N,N,S,,N,javier.munoz@clinicamunoz.com,,MURCIA,MURCIA,Murcia,PSIQUIÁTRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
300119,"CLÍNICA MÉDICO-QUIRÚRGICA SAN JOSÉ, S.A.","MAESTRA LOLA MESEGUER, S/N",968800600,,968800347,30820,139,N,N,N,,N,N,N,,S,sanjose@viamedsanjose.com,,MURCIA,MURCIA,Alcantarilla,MÉDICO-QUIRÚRGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
300124,HOSPITAL COMARCAL DEL NOROESTE,"AV. MIGUEL ESPINOSA, 1",968709100,,968707219,30400,103,S,N,N,,N,N,N,,N,rita.pla@carm.es,,MURCIA,MURCIA,Caravaca de la Cruz,GENERAL,SEGURIDAD SOCIAL,SERVICIO MURCIANO DE SALUD,2019
300130,CLÍNICA DOCTOR BERNAL S.L.,"DR. ROBLES, S/N",968705541,,968707914,30400,39,N,N,N,,N,N,N,,S,info@hospitalbernal.com,,MURCIA,MURCIA,Caravaca de la Cruz,GERIATRÍA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
300145,HOSPITAL SANTA MARÍA DEL ROSELL,"Pº ALFONSO XIII, 61",968325000,,968504296,30203,0,S,N,S,300351,N,N,N,,N,,,MURCIA,MURCIA,Cartagena,GENERAL,SEGURIDAD SOCIAL,SERVICIO MURCIANO DE SALUD,2019
300161,SANTO Y REAL HOSPITAL DE CARIDAD,CAMINO BARRIO PERAL S/N (LOS BARREROS),968510300,,968510300,30310,154,N,N,N,,N,N,N,,S,lgimenez@roldan1693.es,,MURCIA,MURCIA,Cartagena,GERIATRÍA Y/O LARGA ESTANCIA,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
300177,HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO,"SEBASTIÁN FERINGAN, 12",968510500,,968536976,30205,214,N,N,N,,N,N,N,,S,hospital@perpetuosocorro.es,,MURCIA,MURCIA,Cartagena,MÉDICO-QUIRÚRGICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
300196,FUNDACION HOSPITAL REAL PIEDAD,"PZA DEL MESONCICO, 3 Y MAYOR, 22",968741156,,968741246,30430,40,N,N,N,,N,N,N,,S,fundacionrealpiedad@hrpiedad.es,,MURCIA,MURCIA,Cehegín,GERIATRÍA Y/O LARGA ESTANCIA,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,2019
300217,HOSPITAL VIRGEN DEL ALCÁZAR DE LORCA,"ALAMEDA DE LOS TRISTES, S/N",968468600,968471678,968468612,30800,175,N,N,N,,N,N,N,,S,cmva@virgendelalcazar.com,,MURCIA,MURCIA,Lorca,GERIATRÍA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
300222,HOSPITAL GENERAL UNIVERSITARIO LOS ARCOS DEL MAR MENOR,"PARAJE TORRE OCTAVIO, S/N. (POZO ALEDO)",968565000,,968565030,30739,255,S,N,N,,N,N,N,,N,,,MURCIA,MURCIA,San Javier,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO MURCIANO DE SALUD,2019
300243,HOSPITAL VIRGEN DEL CASTILLO,"AV. DE LA FERIA, S/N",968719800,,968719806,30510,96,S,N,N,,N,N,N,,N,,,MURCIA,MURCIA,Yecla,GENERAL,SEGURIDAD SOCIAL,SERVICIO MURCIANO DE SALUD,2019
300256,HOSPITAL RAFAEL MÉNDEZ,"CTRA. NACIONAL 340, KM. 589",968445500,,968442421,30817,287,S,N,N,,N,N,N,,N,,,MURCIA,MURCIA,Lorca,GENERAL,SEGURIDAD SOCIAL,SERVICIO MURCIANO DE SALUD,2019
300269,HOSPITAL GENERAL UNIVERSITARIO J.M. MORALES MESEGUER,"AV. MARQUÉS DE LOS VÉLEZ, S/N",968244200,968360998,968243895,30008,394,S,N,N,,N,N,S,,N,mpilar.fernandez2@carm.es,,MURCIA,MURCIA,Murcia,GENERAL,SEGURIDAD SOCIAL,SERVICIO MURCIANO DE SALUD,2019
300275,HOSPITAL IBERMUTUAMUR-PATOLOGÍA LABORAL,"ANTONIO ROCAMORA, 4. EDIFICIO IBERMUTUAMUR (ESPINARDO)",968394000,,968394014,30100,26,N,N,N,,N,N,S,,N,,,MURCIA,MURCIA,Murcia,TRAUMATOLOGÍA Y/O REHABILITACIÓN,MATEP,MATEP,2019
300281,HOSPITAL DE LA VEGA LORENZO GUIRAO,"CTRA. DE ABARÁN, S/N",968775550,968775569,968775563,30530,124,S,N,N,,N,N,N,,N,carlosa.arenas@carm.es,,MURCIA,MURCIA,Cieza,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO MURCIANO DE SALUD,2019
300294,HOSPITAL DE MOLINA,"ASOCIACIÓN, S/N",968644030,,968644272,30500,83,N,N,N,,N,N,N,,S,hmolina@hospitaldemolina.com,,MURCIA,MURCIA,Molina de Segura,MÉDICO-QUIRÚRGICO,MUNICIPIO,PRIVADO NO BENÉFICO,2019
300317,CLÍNICA SAN FELIPE DEL MEDITERRÁNEO,"FINCA EL MAYAYO, 16 (EL PALMAR)",968889096,,968889097,30120,62,N,N,N,,N,N,S,,S,info@clinicasanfelipe.es,,MURCIA,MURCIA,Murcia,PSIQUIÁTRICO,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
300339,HOSPITAL DE CUIDADOS MEDIOS VILLADEMAR,"AV CONCEJAL MARIANO HENAREJOS, 13",968187346,,968184822,30740,99,N,N,N,,N,N,N,,S,info@villademar.com,,MURCIA,MURCIA,San Pedro del Pinatar,GERIATRÍA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
300340,RESIDENCIA LOS ALMENDROS,"PARAJE LOS PINOS, S/N (PERÍN)",968168716,968168763,968538054,30396,60,N,N,N,,N,N,N,,S,info@residencialosalmendros.com,,MURCIA,MURCIA,Cartagena,GERIATRÍA Y/O LARGA ESTANCIA,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,2019
300351,COMPLEJO HOSPITALARIO UNIVERSITARIO DE CARTAGENA,"Pº ALFONSO XIII, 61",968128600,,,30203,691,S,S,N,,N,N,N,,N,,,MURCIA,MURCIA,Cartagena,GENERAL,SEGURIDAD SOCIAL,SERVICIO MURCIANO DE SALUD,2019
300362,HOSPITAL GENERAL UNIVERSITARIO SANTA LUCIA,"MEZQUITA, S/N. PARAJE LOS ARCOS. BARRIO DE SANTA LUCÍA",968128600,,,30202,0,S,N,S,300351,N,N,N,,N,,,MURCIA,MURCIA,Cartagena,GENERAL,COMUNIDAD AUTÓNOMA,SERVICIO MURCIANO DE SALUD,2019
